Date,COFORGE.NS,HCLTECH.NS,INFY.NS,LTIM.NS,MPHASIS.NS,PERSISTENT.NS,TCS.NS,TECHM.NS,WIPRO.NS
2022-02-23,4436.64990234375,1153.0,1742.8499755859375,5911.7998046875,3108.39990234375,1979.824951171875,3563.800048828125,1413.300048828125,283.54998779296875
2022-02-24,4226.0498046875,1098.550048828125,1678.1500244140625,5600.9501953125,2951.949951171875,1888.050048828125,3401.64990234375,1333.0,268.57501220703125
2022-02-25,4501.89990234375,1129.699951171875,1694.5999755859375,5715.2998046875,3050.39990234375,1936.824951171875,3520.75,1389.699951171875,277.625
2022-02-28,4535.5,1126.949951171875,1715.5999755859375,5849.7998046875,3108.699951171875,1968.9000244140625,3554.199951171875,1410.0,277.8999938964844
2022-03-02,4492.4501953125,1115.550048828125,1702.800048828125,5861.2998046875,3149.64990234375,1942.9000244140625,3546.14990234375,1394.3499755859375,277.6000061035156
2022-03-03,4678.39990234375,1139.699951171875,1720.8499755859375,6016.5,3145.699951171875,2046.425048828125,3544.39990234375,1426.6500244140625,284.7749938964844
2022-03-04,4662.4501953125,1138.449951171875,1723.300048828125,6108.64990234375,3187.14990234375,2036.0999755859375,3524.35009765625,1453.5999755859375,287.6499938964844
2022-03-07,4722.39990234375,1154.199951171875,1739.8499755859375,6212.75,3126.39990234375,2072.25,3484.89990234375,1424.0999755859375,285.92498779296875
2022-03-08,4812.85009765625,1175.300048828125,1778.199951171875,6437.75,3175.300048828125,2098.074951171875,3599.949951171875,1461.949951171875,293.7250061035156
2022-03-09,4556.10009765625,1182.699951171875,1813.3499755859375,6374.5498046875,3214.449951171875,2119.5,3632.60009765625,1504.75,292.75
2022-03-10,4260.0,1192.1500244140625,1825.9000244140625,6285.60009765625,3201.89990234375,2139.77490234375,3620.949951171875,1485.3499755859375,294.125
2022-03-11,4298.2998046875,1193.449951171875,1822.0,6224.2001953125,3285.89990234375,2179.324951171875,3599.14990234375,1486.800048828125,293.1000061035156
2022-03-14,4375.2001953125,1202.8499755859375,1890.699951171875,6272.35009765625,3313.14990234375,2237.550048828125,3643.0,1503.0,299.07501220703125
2022-03-15,4151.60009765625,1176.8499755859375,1839.300048828125,6037.7998046875,3187.199951171875,2163.449951171875,3593.89990234375,1458.5999755859375,293.8500061035156
2022-03-16,4350.4501953125,1199.5,1889.4000244140625,6025.7001953125,3098.0,2214.22509765625,3655.89990234375,1489.9000244140625,299.125
2022-03-17,4411.0498046875,1196.9000244140625,1854.5999755859375,6113.85009765625,3106.89990234375,2242.47509765625,3672.75,1493.5,300.6000061035156
2022-03-21,4433.89990234375,1168.050048828125,1853.050048828125,5992.39990234375,3103.89990234375,2215.35009765625,3626.699951171875,1479.800048828125,300.0
2022-03-22,4457.7001953125,1176.4000244140625,1887.4000244140625,6117.5498046875,3186.64990234375,2270.89990234375,3700.949951171875,1538.199951171875,305.0249938964844
2022-03-23,4435.4501953125,1180.699951171875,1872.4000244140625,6072.7998046875,3240.89990234375,2245.39990234375,3712.39990234375,1542.1500244140625,305.6000061035156
2022-03-24,4478.9501953125,1192.0999755859375,1886.699951171875,6177.35009765625,3333.25,2319.875,3749.85009765625,1568.550048828125,305.2749938964844
2022-03-25,4423.0498046875,1179.3499755859375,1876.550048828125,6183.25,3279.14990234375,2337.97509765625,3707.449951171875,1530.550048828125,301.67498779296875
2022-03-28,4337.64990234375,1163.949951171875,1873.9000244140625,6071.39990234375,3338.14990234375,2315.72509765625,3707.699951171875,1524.449951171875,300.1000061035156
2022-03-29,4407.9501953125,1167.699951171875,1886.0,6024.25,3378.050048828125,2379.0,3705.35009765625,1522.3499755859375,301.25
2022-03-30,4521.9501953125,1165.199951171875,1903.949951171875,6310.35009765625,3429.0,2393.60009765625,3731.550048828125,1496.300048828125,300.3999938964844
2022-03-31,4457.5,1163.75,1906.8499755859375,6155.39990234375,3376.85009765625,2382.64990234375,3739.949951171875,1499.449951171875,295.95001220703125
2022-04-01,4414.85009765625,1169.6500244140625,1903.550048828125,6173.5,3344.050048828125,2361.375,3758.75,1487.0999755859375,300.8999938964844
2022-04-04,4511.60009765625,1187.050048828125,1882.949951171875,6300.35009765625,3312.449951171875,2395.75,3770.35009765625,1498.6500244140625,302.79998779296875
2022-04-05,4557.60009765625,1195.449951171875,1861.0999755859375,6337.60009765625,3318.25,2457.85009765625,3814.800048828125,1489.050048828125,299.57501220703125
2022-04-06,4464.25,1170.5,1828.8499755859375,6325.5,3197.75,2437.35009765625,3755.35009765625,1459.3499755859375,296.7749938964844
2022-04-07,4389.14990234375,1173.300048828125,1811.0,6206.25,3165.0,2352.949951171875,3684.14990234375,1468.550048828125,290.42498779296875
2022-04-08,4373.14990234375,1165.3499755859375,1814.5999755859375,6153.2001953125,3161.14990234375,2355.449951171875,3685.64990234375,1448.75,291.82501220703125
2022-04-11,4312.2998046875,1133.5,1766.550048828125,6059.75,3129.199951171875,2257.699951171875,3696.39990234375,1449.199951171875,285.54998779296875
2022-04-12,4147.10009765625,1131.1500244140625,1742.449951171875,5910.5498046875,3057.300048828125,2191.375,3691.10009765625,1415.0,279.3500061035156
2022-04-13,4160.7998046875,1125.0999755859375,1748.550048828125,6038.7998046875,3050.800048828125,2164.97509765625,3661.949951171875,1410.449951171875,279.6000061035156
2022-04-18,4071.75,1101.75,1621.4000244140625,5873.64990234375,2879.89990234375,2107.675048828125,3528.050048828125,1344.550048828125,269.29998779296875
2022-04-19,4027.300048828125,1070.25,1562.0,5472.35009765625,2857.050048828125,2087.02490234375,3471.89990234375,1301.199951171875,265.2250061035156
2022-04-20,3981.699951171875,1089.4000244140625,1587.699951171875,5170.2998046875,2886.050048828125,1992.875,3556.800048828125,1309.199951171875,268.25
2022-04-21,4093.050048828125,1099.199951171875,1618.800048828125,5076.9501953125,2900.75,2005.925048828125,3628.64990234375,1312.699951171875,269.6000061035156
2022-04-22,4129.25,1102.050048828125,1585.449951171875,5093.85009765625,2895.85009765625,2013.699951171875,3612.550048828125,1306.5,268.8500061035156
2022-04-25,4001.449951171875,1089.8499755859375,1561.0999755859375,4856.0498046875,2794.85009765625,2003.675048828125,3548.199951171875,1270.4000244140625,264.67498779296875
2022-04-26,4042.85009765625,1094.300048828125,1581.0,4817.10009765625,2767.5,2028.449951171875,3546.300048828125,1275.449951171875,264.625
2022-04-27,4032.949951171875,1095.5999755859375,1552.800048828125,4816.9501953125,2797.699951171875,2038.4749755859375,3561.199951171875,1261.25,259.4750061035156
2022-04-28,4101.14990234375,1092.5,1582.5999755859375,4886.0498046875,2798.050048828125,2154.324951171875,3584.300048828125,1271.300048828125,261.2749938964844
2022-04-29,4200.2001953125,1079.25,1567.550048828125,4839.0498046875,2843.199951171875,2160.324951171875,3546.699951171875,1259.0,254.39999389648438
2022-05-02,4116.5498046875,1066.9000244140625,1541.0,4716.64990234375,2740.10009765625,2073.64990234375,3542.39990234375,1231.199951171875,247.5
2022-05-04,4058.449951171875,1044.949951171875,1535.550048828125,4738.14990234375,2683.800048828125,2056.050048828125,3479.75,1212.800048828125,245.875
2022-05-05,4171.60009765625,1072.050048828125,1585.1500244140625,4765.2001953125,2693.14990234375,2077.0,3513.39990234375,1263.3499755859375,250.5749969482422
2022-05-06,3905.39990234375,1050.199951171875,1542.8499755859375,4593.0,2694.050048828125,2030.5,3432.60009765625,1290.75,242.5500030517578
2022-05-09,3857.550048828125,1076.0999755859375,1570.3499755859375,4448.89990234375,2641.550048828125,1996.074951171875,3445.10009765625,1261.1500244140625,241.5749969482422
2022-05-10,3649.300048828125,1072.550048828125,1553.0,4332.14990234375,2650.5,1975.5999755859375,3438.75,1242.300048828125,238.8249969482422
2022-05-11,3721.60009765625,1060.9000244140625,1526.75,4250.75,2627.449951171875,1918.550048828125,3412.0,1224.449951171875,235.9499969482422
2022-05-12,3653.89990234375,1059.4000244140625,1508.800048828125,4160.9501953125,2512.64990234375,1850.5,3408.64990234375,1212.800048828125,236.89999389648438
2022-05-13,3743.25,1052.1500244140625,1504.4000244140625,4110.7001953125,2443.699951171875,1797.125,3414.89990234375,1202.8499755859375,234.3249969482422
2022-05-16,3795.699951171875,1044.550048828125,1489.0999755859375,4094.800048828125,2477.89990234375,1801.3499755859375,3376.800048828125,1189.050048828125,234.0
2022-05-17,3940.64990234375,1082.9000244140625,1518.449951171875,4281.85009765625,2574.699951171875,1862.9749755859375,3451.60009765625,1198.199951171875,243.3249969482422
2022-05-18,3950.35009765625,1073.699951171875,1509.199951171875,4214.0,2643.14990234375,1928.824951171875,3448.800048828125,1172.050048828125,240.625
2022-05-19,3664.800048828125,1009.4000244140625,1427.1500244140625,3991.85009765625,2457.64990234375,1808.175048828125,3261.949951171875,1108.3499755859375,225.5749969482422
2022-05-20,3786.949951171875,1028.8499755859375,1455.1500244140625,4043.5,2459.050048828125,1849.425048828125,3293.0,1130.9000244140625,229.8000030517578
2022-05-23,3853.199951171875,1018.2999877929688,1468.4000244140625,4147.14990234375,2520.10009765625,1892.625,3321.75,1142.9000244140625,233.0
2022-05-24,3714.050048828125,991.75,1441.0,4010.14990234375,2488.64990234375,1808.925048828125,3288.0,1098.3499755859375,229.97500610351562
2022-05-25,3453.949951171875,974.4500122070312,1410.449951171875,3823.699951171875,2344.64990234375,1706.574951171875,3167.64990234375,1060.1500244140625,222.4250030517578
2022-05-26,3477.85009765625,980.7000122070312,1423.949951171875,3874.25,2399.050048828125,1722.6500244140625,3226.949951171875,1078.5999755859375,226.6750030517578
2022-05-27,3671.449951171875,1003.9000244140625,1461.3499755859375,3998.0,2484.14990234375,1773.0999755859375,3261.300048828125,1123.25,233.47500610351562
2022-05-30,3898.300048828125,1039.9000244140625,1526.800048828125,4191.10009765625,2586.699951171875,1878.824951171875,3375.25,1164.0,238.125
2022-05-31,3911.5,1040.75,1503.5999755859375,4253.7001953125,2593.550048828125,1879.949951171875,3364.35009765625,1180.25,239.02499389648438
2022-06-01,3793.449951171875,1017.9000244140625,1478.550048828125,4203.2998046875,2529.449951171875,1869.574951171875,3355.199951171875,1146.5999755859375,235.375
2022-06-02,3840.14990234375,1039.699951171875,1508.0,4333.60009765625,2584.5,1893.7750244140625,3423.0,1146.0,237.0749969482422
2022-06-03,3760.10009765625,1043.0,1521.699951171875,4335.0498046875,2568.050048828125,1900.4749755859375,3440.14990234375,1147.9000244140625,237.75
2022-06-06,3606.85009765625,1037.300048828125,1530.050048828125,4335.10009765625,2538.10009765625,1870.425048828125,3430.949951171875,1144.199951171875,236.60000610351562
2022-06-07,3550.35009765625,1022.9000244140625,1506.699951171875,4266.7001953125,2506.5,1850.925048828125,3362.699951171875,1130.300048828125,233.8249969482422
2022-06-08,3498.5,1030.199951171875,1500.0,4315.10009765625,2522.39990234375,1807.0999755859375,3404.14990234375,1124.199951171875,235.1999969482422
2022-06-09,3550.199951171875,1028.6500244140625,1515.0,4370.7001953125,2592.85009765625,1800.5999755859375,3427.10009765625,1138.5999755859375,237.52499389648438
2022-06-10,3483.199951171875,1015.3499755859375,1476.800048828125,4331.4501953125,2507.85009765625,1747.4000244140625,3359.89990234375,1109.8499755859375,230.47500610351562
2022-06-13,3311.5,991.7999877929688,1424.5,4086.89990234375,2365.10009765625,1662.449951171875,3219.60009765625,1051.949951171875,223.0500030517578
2022-06-14,3233.800048828125,996.9000244140625,1440.550048828125,4191.2001953125,2306.35009765625,1682.375,3210.550048828125,1030.1500244140625,222.9499969482422
2022-06-15,3277.449951171875,989.9000244140625,1422.199951171875,4201.85009765625,2338.75,1701.4749755859375,3206.300048828125,1020.0499877929688,220.0500030517578
2022-06-16,3295.949951171875,964.9500122070312,1397.199951171875,4061.300048828125,2308.85009765625,1624.4749755859375,3142.0,975.2999877929688,211.14999389648438
2022-06-17,3375.800048828125,958.75,1387.300048828125,4003.300048828125,2193.14990234375,1593.6500244140625,3088.89990234375,965.0499877929688,202.60000610351562
2022-06-20,3369.699951171875,960.0499877929688,1414.1500244140625,3956.85009765625,2179.050048828125,1572.425048828125,3112.39990234375,979.3499755859375,207.3249969482422
2022-06-21,3594.25,986.5999755859375,1449.9000244140625,4118.4501953125,2285.14990234375,1656.050048828125,3211.949951171875,1000.0999755859375,212.5749969482422
2022-06-22,3503.050048828125,961.2999877929688,1437.25,4021.949951171875,2287.050048828125,1608.7750244140625,3222.949951171875,980.0,205.625
2022-06-23,3678.85009765625,971.25,1452.449951171875,4133.0,2310.89990234375,1683.800048828125,3308.800048828125,991.0999755859375,209.52499389648438
2022-06-24,3647.35009765625,966.7000122070312,1441.0999755859375,4033.75,2260.64990234375,1630.5250244140625,3293.10009765625,981.2000122070312,209.375
2022-06-27,3791.10009765625,992.3499755859375,1474.5999755859375,4163.2998046875,2338.75,1728.5250244140625,3314.699951171875,1007.2000122070312,212.4499969482422
2022-06-28,3735.199951171875,1001.9500122070312,1480.1500244140625,4222.60009765625,2370.949951171875,1761.6500244140625,3318.14990234375,1020.7000122070312,213.625
2022-06-29,3662.25,987.5499877929688,1463.25,4086.89990234375,2314.64990234375,1750.800048828125,3290.5,1021.0999755859375,210.375
2022-06-30,3539.300048828125,973.25,1461.9000244140625,3975.449951171875,2294.050048828125,1700.9000244140625,3267.10009765625,1000.0,208.02499389648438
2022-07-01,3488.050048828125,975.3499755859375,1479.4000244140625,4000.800048828125,2241.14990234375,1657.0,3315.10009765625,1010.7000122070312,211.0
2022-07-04,3505.85009765625,984.5999755859375,1488.0,3976.14990234375,2228.75,1629.550048828125,3235.050048828125,999.9500122070312,210.14999389648438
2022-07-05,3542.550048828125,982.1500244140625,1475.949951171875,3959.10009765625,2169.949951171875,1626.9749755859375,3216.300048828125,1003.2000122070312,206.8000030517578
2022-07-06,3608.199951171875,986.5999755859375,1491.6500244140625,4012.800048828125,2204.300048828125,1678.175048828125,3260.75,1009.9000244140625,208.02499389648438
2022-07-07,3609.449951171875,989.8499755859375,1498.699951171875,4045.25,2209.85009765625,1690.9749755859375,3287.85009765625,1020.75,210.39999389648438
2022-07-08,3606.64990234375,983.5499877929688,1514.449951171875,4067.85009765625,2232.800048828125,1698.9000244140625,3265.449951171875,1026.5,209.5500030517578
2022-07-11,3502.85009765625,943.5499877929688,1473.1500244140625,3955.5,2201.35009765625,1642.074951171875,3113.800048828125,1007.5499877929688,205.60000610351562
2022-07-12,3518.199951171875,927.7999877929688,1438.5999755859375,3985.050048828125,2164.949951171875,1665.125,3084.699951171875,997.3499755859375,204.5749969482422
2022-07-13,3505.300048828125,917.75,1444.449951171875,4015.449951171875,2147.050048828125,1659.300048828125,3038.75,990.0499877929688,203.35000610351562
2022-07-14,3417.25,903.0,1428.8499755859375,3873.60009765625,2111.199951171875,1586.0999755859375,2998.75,975.7999877929688,200.72500610351562
2022-07-15,3378.64990234375,883.1500244140625,1430.3499755859375,3974.550048828125,2141.550048828125,1570.925048828125,2994.60009765625,973.7999877929688,196.9250030517578
2022-07-18,3441.64990234375,900.2999877929688,1489.9000244140625,4215.75,2159.0,1625.3499755859375,3063.5,1008.0,202.375
2022-07-19,3411.60009765625,889.7000122070312,1484.1500244140625,4310.9501953125,2146.800048828125,1664.0250244140625,3074.25,1007.7000122070312,202.8249969482422
2022-07-20,3535.89990234375,917.4000244140625,1515.300048828125,4444.64990234375,2256.35009765625,1757.2750244140625,3164.800048828125,1045.5,206.0500030517578
2022-07-21,3620.75,924.4500122070312,1532.9000244140625,4529.9501953125,2259.64990234375,1781.5,3177.300048828125,1032.75,207.0
2022-07-22,3726.449951171875,920.25,1506.300048828125,4504.7998046875,2276.449951171875,1816.375,3171.0,1028.699951171875,205.4250030517578
2022-07-25,3789.5,930.6500244140625,1503.5999755859375,4500.7998046875,2322.35009765625,1803.2750244140625,3166.75,1017.25,207.39999389648438
2022-07-26,3702.449951171875,913.5,1451.1500244140625,4313.89990234375,2177.550048828125,1666.9749755859375,3115.89990234375,999.3499755859375,202.60000610351562
2022-07-27,3787.449951171875,928.4500122070312,1471.050048828125,4412.89990234375,2217.949951171875,1691.675048828125,3188.85009765625,1007.6500244140625,203.3249969482422
2022-07-28,3846.050048828125,946.0999755859375,1517.4000244140625,4649.10009765625,2236.199951171875,1760.1500244140625,3260.5,1038.0,208.0
2022-07-29,3954.300048828125,948.4000244140625,1549.699951171875,4730.75,2299.800048828125,1816.425048828125,3301.89990234375,1048.6500244140625,211.85000610351562
2022-08-01,3944.050048828125,952.1500244140625,1551.050048828125,4769.0498046875,2305.949951171875,1827.5999755859375,3298.800048828125,1049.5999755859375,214.5
2022-08-02,3819.949951171875,951.0499877929688,1543.5999755859375,4691.0,2282.800048828125,1811.7750244140625,3291.800048828125,1032.5999755859375,214.8000030517578
2022-08-03,3869.300048828125,957.2000122070312,1566.0999755859375,4785.9501953125,2320.0,1860.925048828125,3339.5,1052.6500244140625,216.1750030517578
2022-08-04,3901.10009765625,958.0999755859375,1599.9000244140625,4905.25,2371.449951171875,1884.574951171875,3354.949951171875,1056.050048828125,217.75
2022-08-05,3934.5,957.75,1616.6500244140625,4925.35009765625,2394.85009765625,1896.2249755859375,3365.050048828125,1058.199951171875,220.0
2022-08-08,3886.0,966.0499877929688,1619.4000244140625,4900.2001953125,2391.14990234375,1881.7750244140625,3374.449951171875,1056.5999755859375,217.9250030517578
2022-08-10,3822.64990234375,952.0499877929688,1602.449951171875,4856.60009765625,2364.39990234375,1821.699951171875,3354.25,1055.199951171875,215.0749969482422
2022-08-11,3857.10009765625,962.3499755859375,1619.949951171875,5001.5,2424.75,1865.6500244140625,3422.5,1077.25,219.22500610351562
2022-08-12,3792.5,956.4000244140625,1594.0999755859375,4911.39990234375,2373.949951171875,1861.699951171875,3401.550048828125,1065.9000244140625,218.0500030517578
2022-08-16,3826.60009765625,958.2000122070312,1596.449951171875,4887.0,2353.75,1863.9749755859375,3392.699951171875,1077.699951171875,218.5500030517578
2022-08-17,3894.699951171875,980.5999755859375,1606.25,4961.0498046875,2404.39990234375,1898.425048828125,3401.10009765625,1104.5,221.52499389648438
2022-08-18,3900.60009765625,973.5,1582.949951171875,4924.14990234375,2411.199951171875,1916.800048828125,3381.25,1105.1500244140625,217.52499389648438
2022-08-19,3923.699951171875,970.0499877929688,1597.0999755859375,4892.7001953125,2394.14990234375,1881.8499755859375,3385.75,1104.1500244140625,216.22500610351562
2022-08-22,3762.89990234375,959.4500122070312,1575.6500244140625,4721.7001953125,2346.300048828125,1846.449951171875,3354.550048828125,1078.699951171875,210.0
2022-08-23,3700.050048828125,946.9000244140625,1542.4000244140625,4664.7998046875,2264.949951171875,1811.925048828125,3284.60009765625,1065.9000244140625,208.3249969482422
2022-08-24,3698.050048828125,949.1500244140625,1537.5,4658.39990234375,2220.39990234375,1804.300048828125,3255.35009765625,1070.949951171875,208.0749969482422
2022-08-25,3684.199951171875,943.7999877929688,1518.1500244140625,4631.7001953125,2192.949951171875,1771.0999755859375,3218.199951171875,1070.5999755859375,207.60000610351562
2022-08-26,3661.85009765625,945.6500244140625,1521.550048828125,4658.9501953125,2166.050048828125,1762.7750244140625,3222.199951171875,1085.550048828125,208.625
2022-08-29,3511.60009765625,917.5,1461.75,4471.85009765625,2087.300048828125,1713.425048828125,3132.550048828125,1035.550048828125,202.1750030517578
2022-08-30,3560.35009765625,938.9500122070312,1492.949951171875,4641.7001953125,2130.949951171875,1758.9749755859375,3211.14990234375,1076.0999755859375,206.77499389648438
2022-09-01,3500.949951171875,926.0499877929688,1464.199951171875,4533.85009765625,2094.60009765625,1699.9749755859375,3131.699951171875,1052.9000244140625,205.22500610351562
2022-09-02,3467.60009765625,924.4500122070312,1453.0,4522.0,2072.85009765625,1707.2249755859375,3130.39990234375,1056.4000244140625,203.85000610351562
2022-09-05,3475.14990234375,936.0,1461.300048828125,4496.5,2092.39990234375,1701.1500244140625,3133.39990234375,1065.050048828125,202.75
2022-09-06,3466.550048828125,937.7999877929688,1455.0999755859375,4461.10009765625,2061.050048828125,1675.824951171875,3127.050048828125,1063.699951171875,202.22500610351562
2022-09-07,3504.25,931.7000122070312,1457.6500244140625,4510.25,2083.949951171875,1650.625,3149.60009765625,1055.8499755859375,203.72500610351562
2022-09-08,3503.89990234375,931.0499877929688,1475.9000244140625,4523.4501953125,2096.60009765625,1639.550048828125,3169.64990234375,1089.5999755859375,206.39999389648438
2022-09-09,3567.949951171875,948.5,1511.6500244140625,4673.60009765625,2144.85009765625,1696.625,3217.64990234375,1126.6500244140625,208.5749969482422
2022-09-12,3617.949951171875,955.5499877929688,1536.199951171875,4812.10009765625,2160.60009765625,1710.949951171875,3242.949951171875,1150.0999755859375,211.0
2022-09-13,3606.699951171875,955.4000244140625,1544.949951171875,4777.89990234375,2152.10009765625,1699.574951171875,3229.35009765625,1147.449951171875,211.3249969482422
2022-09-14,3471.0,932.0,1475.4000244140625,4618.35009765625,2089.64990234375,1650.1500244140625,3120.39990234375,1114.699951171875,208.14999389648438
2022-09-15,3418.85009765625,919.9000244140625,1432.800048828125,4596.4501953125,2096.64990234375,1623.375,3104.35009765625,1083.0,207.52499389648438
2022-09-16,3281.300048828125,896.9000244140625,1377.050048828125,4379.5,2016.3499755859375,1580.550048828125,3008.699951171875,1033.199951171875,200.8249969482422
2022-09-19,3235.949951171875,897.7999877929688,1390.300048828125,4354.2001953125,2028.1500244140625,1581.5,3028.800048828125,1039.5,200.97500610351562
2022-09-20,3338.35009765625,914.0,1388.550048828125,4405.75,2072.85009765625,1590.0999755859375,3040.300048828125,1056.1500244140625,202.4499969482422
2022-09-21,3324.89990234375,900.9500122070312,1377.25,4410.89990234375,2075.10009765625,1589.5,3001.199951171875,1060.1500244140625,200.375
2022-09-22,3397.5,897.6500244140625,1367.949951171875,4431.7998046875,2058.699951171875,1600.2750244140625,3007.39990234375,1048.4000244140625,198.97500610351562
2022-09-23,3336.550048828125,895.8499755859375,1365.449951171875,4417.89990234375,2019.449951171875,1574.0,2982.050048828125,1035.0999755859375,197.1750030517578
2022-09-26,3384.25,906.7000122070312,1380.25,4410.89990234375,2042.800048828125,1588.375,2994.39990234375,1032.9000244140625,197.39999389648438
2022-09-27,3462.25,918.75,1393.550048828125,4513.0498046875,2052.75,1587.8499755859375,3017.449951171875,1022.5,199.1999969482422
2022-09-28,3450.39990234375,920.7999877929688,1394.699951171875,4526.14990234375,2082.5,1601.050048828125,3035.64990234375,1029.699951171875,199.02499389648438
